City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
388,kununurra,-15.7667,128.7333,33.99,10,63,5.66,AU,1698456808
389,holualoa,19.6228,-155.9522,26.91,80,40,4.63,US,1698456809
390,pushkinskiye gory,57.0209,28.9103,-0.83,97,99,2.0,RU,1698456809
391,lake havasu city,34.4839,-114.3224,27.34,22,0,1.54,US,1698456810
392,ketchikan,55.3422,-131.6461,7.99,65,0,2.57,US,1698456811
393,pacocha,-17.5833,-71.3333,18.63,83,98,1.38,PE,1698456812
394,el porvenir,13.7617,-87.3458,22.63,96,100,1.92,HN,1698456813
395,port douglas,-16.4833,145.4667,26.61,73,100,5.99,AU,1698456814
396,guatire,10.4762,-66.5427,23.39,93,93,0.63,VE,1698456815
397,praia da vitoria,38.7333,-27.0667,18.2,77,20,6.74,PT,1698456816
398,pizarro,4.9533,-77.366,23.63,95,100,2.52,CO,1698456817
399,krasnaya gorbatka,55.8703,41.7641,-1.09,97,100,3.22,RU,1698456818
400,naze,28.3667,129.4833,22.51,54,31,4.64,JP,1698456818
401,ao luek,8.378,98.7212,27.07,77,68,0.5,TH,1698456819
402,lesozavodsk,45.4794,133.4244,6.73,36,0,3.04,RU,1698456820
403,breckenridge,32.7557,-98.9023,19.11,68,100,2.57,US,1698456821
404,cabo san lucas,22.8909,-109.9124,25.84,69,0,3.6,MX,1698456715
405,merritt,50.1123,-120.7942,-1.49,61,8,1.34,CA,1698456823
406,nemuro,43.3236,145.575,11.63,80,100,3.57,JP,1698456824
407,kapuskasing,49.4169,-82.4331,1.05,93,100,5.66,CA,1698456824
408,kampot,10.6167,104.1833,26.03,71,8,1.02,KH,1698456825
409,moissala,8.3404,17.7663,20.68,91,74,1.94,TD,1698456826
410,winnipeg,49.8844,-97.147,-2.01,93,75,6.71,CA,1698456591
411,antipolo,14.5864,121.1753,30.54,72,40,1.03,PH,1698456828
412,susuman,62.7833,148.1667,-13.9,93,98,0.89,RU,1698456829
413,nuuk,64.1835,-51.7216,-2.66,93,75,2.06,GL,1698456830
414,nema,57.5067,50.5011,-5.45,86,100,4.36,RU,1698456831
415,san ignacio de velasco,-16.3667,-60.95,26.54,64,73,3.47,BO,1698456832
416,ravar,31.2656,56.8055,17.39,42,8,1.14,IR,1698456833
417,alice springs,-23.7,133.8833,24.75,8,97,4.12,AU,1698456834
418,kavalerovo,44.2661,135.0572,7.53,40,10,3.13,RU,1698456835
419,mbala,-8.8402,31.3659,19.7,58,100,1.13,ZM,1698456835
420,kangding,30.0513,101.9603,10.27,84,96,0.92,CN,1698456836
421,sombrio,-29.1139,-49.6167,21.09,94,94,5.08,BR,1698456837
422,grand-bassam,5.2118,-3.7388,25.98,89,58,2.13,CI,1698456838
423,veraval,20.9,70.3667,26.43,58,1,2.37,IN,1698456840
424,novyy urengoy,66.0833,76.6333,-10.67,85,58,6.99,RU,1698456601
425,gaspe,48.8334,-64.4819,9.95,100,100,2.06,CA,1698456841
426,dongning,44.0622,131.1207,8.36,25,0,2.29,CN,1698456842
427,mount pleasant,32.7941,-79.8626,22.08,94,0,0.89,US,1698456843
428,chandler,33.3062,-111.8412,28.32,33,0,1.54,US,1698456844
429,egilsstadir,65.2653,-14.3948,0.95,100,75,4.63,IS,1698456845
430,okha,53.5739,142.9478,3.54,57,69,5.53,RU,1698456782
431,kingman,35.1894,-114.053,21.71,34,0,5.66,US,1698456846
432,leticia,-4.2153,-69.9406,25.03,94,40,1.54,CO,1698456847
433,karachi,24.9056,67.0822,27.9,78,75,2.06,PK,1698456051
434,aranda de duero,41.6704,-3.6892,10.63,84,95,6.08,ES,1698456849
435,guarapari,-20.6667,-40.4975,23.07,97,100,2.37,BR,1698456850
436,bikenibeu village,1.3673,173.1241,30.98,74,40,2.57,KI,1698456852
437,usogorsk,63.4106,48.6872,-3.52,83,92,2.04,RU,1698456853
438,mochudi,-24.4167,26.15,24.33,41,67,1.24,BW,1698456854
439,banda aceh,5.5577,95.3222,27.54,73,100,1.52,ID,1698456855
440,kalat,29.0225,66.5916,12.12,55,92,0.62,PK,1698456856
441,kodinsk,58.6881,99.1844,-3.09,59,99,6.98,RU,1698456857
442,swakopmund,-22.6833,14.5333,12.47,91,0,1.11,NA,1698456765
443,viransehir,37.2353,39.7631,18.67,52,8,3.15,TR,1698456858
444,charters towers,-20.1,146.2667,30.93,22,11,4.54,AU,1698456861
445,al mazar al janubi,31.0656,35.6961,19.3,41,100,2.97,JO,1698456862
446,genhe,50.7833,121.5167,5.73,38,3,1.3,CN,1698456863
447,poltava,49.5937,34.5407,14.02,94,100,7.42,UA,1698456843
448,wanning,18.8003,110.3967,27.85,78,11,2.46,CN,1698456864
449,nagram,26.6167,81.1333,17.03,42,7,0.93,IN,1698456865
450,dzyarzhynsk,53.6832,27.138,5.56,97,100,5.85,BY,1698456866
451,qinnan,33.2531,119.9133,19.72,38,100,2.68,CN,1698456868
452,axum,14.1245,38.7244,14.55,85,100,2.07,ET,1698456869
453,obolensk,54.9774,37.2245,0.52,72,100,1.81,RU,1698456869
454,vilcun,-38.65,-72.2333,10.41,96,100,6.5,CL,1698456870
455,queenstown,-31.8976,26.8753,13.09,82,100,2.38,ZA,1698456871
456,conception bay south,47.4999,-52.9981,5.97,86,100,4.63,CA,1698456872
457,mae hong son,19.3003,97.9685,23.08,94,75,0.51,TH,1698456873
458,arraial do cabo,-22.9661,-42.0278,23.0,87,99,8.03,BR,1698456873
459,pampierstad,-27.7832,24.6877,21.13,19,100,4.91,ZA,1698456874
460,vigan,17.5747,120.3869,29.4,67,2,0.2,PH,1698456875
461,mohale's hoek,-30.1514,27.4769,17.88,53,100,2.96,LS,1698456877
462,pangody,65.85,74.4859,-8.26,92,99,8.02,RU,1698456877
463,hadibu,12.65,54.0333,25.99,79,90,3.95,YE,1698456878
464,bayanhongor,46.7167,100.1167,3.06,42,10,1.19,MN,1698456879
465,ponta delgada,37.7333,-25.6667,19.4,72,20,10.29,PT,1698456880
466,lerwick,60.1545,-1.1494,8.0,68,100,4.72,GB,1698456881
467,colonia,50.9333,6.95,10.97,91,100,3.09,DE,1698456876
468,cedeira,43.6797,-8.0209,15.21,86,100,11.84,ES,1698456882
469,gambela,8.25,34.5833,22.03,97,100,1.32,ET,1698456883
470,nordholz,53.7833,8.6,8.23,93,75,2.57,DE,1698456884
471,moyynkum,44.2914,72.9469,6.98,58,75,4.59,KZ,1698456885
472,portage,41.1667,-81.1998,18.52,92,100,2.57,US,1698456886
473,xilin hot,43.9667,116.0333,12.05,25,13,4.79,CN,1698456887
474,kiunga,-6.1219,141.2906,30.22,61,64,1.46,PG,1698456887
475,jonquiere,48.4165,-71.2488,9.66,98,100,2.06,CA,1698456888
476,ubari,26.5921,12.7805,24.0,23,100,2.58,LY,1698456889
477,mermoz boabab,14.7065,-17.4758,27.88,78,0,1.03,SN,1698456890
478,alesund,62.4723,6.1549,2.41,74,20,7.2,NO,1698456891
479,caleta de carquin,-11.0925,-77.6267,18.92,87,81,5.46,PE,1698456892
480,cookstown,54.6431,-6.746,10.99,95,93,4.6,GB,1698456893
481,stenungsund,58.0705,11.8181,2.94,91,87,3.45,SE,1698456894
482,okhotsk,59.3833,143.3,0.54,98,100,5.33,RU,1698456894
483,tillaberi,14.2117,1.4531,28.77,16,99,4.57,NE,1698456895
484,gazojak,41.1875,61.4036,17.86,43,100,4.1,TM,1698456896
485,novodvinsk,64.4165,40.8122,-1.23,83,100,2.95,RU,1698456897
486,morehead city,34.7229,-76.726,21.11,86,0,1.34,US,1698456898
487,kudat,6.8837,116.8477,30.16,74,20,1.54,MY,1698456899
488,codrington,-38.2667,141.9667,24.92,24,37,11.08,AU,1698456899
489,corumba,-19.0092,-57.6533,27.75,58,92,1.8,BR,1698456900
490,mount gambier,-37.8333,140.7667,26.18,19,9,7.83,AU,1698456901
491,leesville,31.1435,-93.261,27.13,74,100,4.63,US,1698456718
492,chake chake,-5.2459,39.7666,24.75,88,100,1.82,TZ,1698456734
493,sulak,43.2734,47.5146,16.74,87,95,1.36,RU,1698456904
494,chelmsford,51.7357,0.4696,11.45,95,95,3.21,GB,1698456905
495,as samawah,31.332,45.2944,23.51,34,16,2.56,IQ,1698456905
496,guledagudda,16.05,75.8,21.55,53,0,2.99,IN,1698456906
497,gizo,-8.103,156.8419,28.0,75,41,2.84,SB,1698456907
498,sechura,-5.5569,-80.8222,20.39,80,100,6.6,PE,1698456908
499,oltinko'l,40.8011,72.1634,15.83,51,100,1.22,UZ,1698456909
500,dunedin,-45.8742,170.5036,13.78,54,28,5.81,NZ,1698456910
501,kindu,-2.95,25.95,20.84,99,100,1.54,CD,1698456578
502,gangtok,27.3333,88.6167,14.69,60,0,0.28,IN,1698456912
503,uryupinsk,50.8047,42.0138,2.56,100,100,2.2,RU,1698456875
504,guelendeng,10.9176,15.5501,24.51,59,75,1.03,TD,1698456913
505,askoy,60.4092,5.226,5.42,75,100,1.54,NO,1698456878
506,koelwar,25.5833,84.8,22.95,60,2,1.1,IN,1698456915
507,colonel hill,22.7667,-74.2167,27.51,58,0,9.84,BS,1698456916
508,hillsborough,37.5741,-122.3794,15.24,71,20,7.2,US,1698456917
509,mili,6.0815,171.735,26.75,82,100,5.16,MH,1698456918
510,merizo village,13.2658,144.6691,31.31,87,37,4.26,GU,1698456919
511,aral,40.5156,81.2636,13.22,24,8,1.63,CN,1698456920
512,palikir - national government center,6.9248,158.1611,26.47,94,100,3.6,FM,1698456921
513,hanting,36.7708,119.2108,21.86,23,0,1.29,CN,1698456922
514,veinticinco de mayo,-35.4323,-60.1727,19.43,83,100,0.45,AR,1698456923
515,bamboo flat,11.7,92.7167,28.4,74,62,1.2,IN,1698456924
516,ilhabela,-23.7781,-45.3581,21.81,97,100,4.35,BR,1698456924
517,bratsk,56.1325,101.6142,-4.73,48,4,7.03,RU,1698456925
518,montmagny,48.9734,2.3469,12.38,87,100,8.23,FR,1698456926
519,ismailia,30.6043,32.2723,22.05,81,21,2.83,EG,1698456927
520,bechar,31.6167,-2.2167,18.18,29,0,1.03,DZ,1698456928
521,nogliki,51.8333,143.1667,2.41,73,7,3.13,RU,1698456929
522,tannum sands,-23.9504,151.3693,25.94,34,2,7.2,AU,1698456930
523,tuy hoa,13.0833,109.3,28.33,77,31,2.09,VN,1698456931
524,weno,7.4515,151.8468,29.97,84,100,6.17,FM,1698456931
525,copala,16.65,-98.9833,26.05,89,100,2.56,MX,1698456932
526,manokwari,-0.8667,134.0833,28.93,68,93,2.09,ID,1698456933
527,piti village,13.4626,144.6933,31.49,79,75,5.14,GU,1698456934
528,puerto ayacucho,5.6639,-67.6236,24.03,86,100,2.11,VE,1698456935
529,khandyga,62.6667,135.6,-8.56,89,96,1.1,RU,1698456936
530,sumbawa besar,-8.5,117.4333,33.59,38,97,3.54,ID,1698456937
531,namsos,64.4662,11.4957,-2.97,86,93,4.12,NO,1698456938
532,buka,40.8108,69.1986,15.2,56,82,0.09,UZ,1698456938
533,dame-marie,18.5667,-74.4167,26.82,75,21,8.33,HT,1698456939
534,jiangyou,31.7667,104.7167,15.41,85,100,1.12,CN,1698456940
535,leh,34.1667,77.5833,1.69,39,0,0.88,IN,1698456941
536,san patricio,28.017,-97.5169,27.97,79,13,4.77,US,1698456942
537,page,36.9147,-111.4558,18.88,38,75,1.34,US,1698456943
538,akureyri,65.6835,-18.0878,-4.04,93,40,1.03,IS,1698456944
539,tahoua,14.8888,5.2692,27.2,18,100,2.47,NE,1698456945
540,guerrero negro,27.9769,-114.0611,19.01,75,4,6.5,MX,1698456945
541,trebic,49.2149,15.8817,9.26,89,75,4.12,CZ,1698456946
542,fort mcmurray,56.7268,-111.381,-3.23,68,100,3.09,CA,1698456948
543,pont rouge,48.8833,-72.0825,9.16,98,100,3.03,CA,1698456949
544,mormugao,15.4,73.8,23.59,73,0,2.06,IN,1698456950
545,kimbe,-5.5502,150.1429,31.22,60,86,0.73,PG,1698456950
546,klaksvik,62.2266,-6.589,7.51,71,94,10.93,FO,1698456951
547,port moresby,-9.4431,147.1797,28.68,74,40,5.14,PG,1698456895
548,panchagarh,26.3313,88.562,22.35,74,0,1.82,BD,1698456953
549,yamada,39.4667,141.95,17.57,63,100,1.74,JP,1698456954
550,atambua,-9.1061,124.8925,30.92,46,48,0.79,ID,1698456955
551,pyt-yakh,60.7499,72.8582,-7.41,95,28,1.93,RU,1698456803
552,alenquer,-1.9417,-54.7383,28.0,48,17,2.17,BR,1698456956
553,newman,37.3138,-121.0208,19.13,45,58,1.63,US,1698456957
554,puerto colombia,10.9878,-74.9547,25.05,89,100,3.6,CO,1698456958
555,muang phon-hong,18.4928,102.4172,25.49,83,100,1.22,LA,1698456959
556,nagqu,31.5,92.0,-3.47,60,100,0.58,CN,1698456960
557,ust'-ordynskiy,52.805,104.7508,0.74,61,100,6.22,RU,1698456961
558,vicente camalote,18.5139,-96.525,22.87,96,39,1.62,MX,1698456961
559,tallulah,32.4085,-91.1868,25.03,73,20,0.0,US,1698456962
560,la arena,-5.3466,-80.7109,21.44,74,100,6.78,PE,1698456963
561,yongfeng,27.4283,112.1834,20.32,68,50,1.63,CN,1698456964
562,kolonia town,6.964,158.206,27.06,94,100,3.6,FM,1698456965
563,zaozersk,69.4005,32.4476,-4.81,93,99,2.73,RU,1698456750
564,putina,-15.4667,-69.4333,10.28,67,100,3.68,PE,1698456966
565,talodi,10.6325,30.3797,24.26,68,100,1.38,SD,1698456967
566,muynoq,43.7683,59.0214,13.75,55,100,0.68,UZ,1698456968
567,talas,38.6908,35.5538,5.37,93,0,0.0,TR,1698456677
568,dwarka,22.2394,68.9678,26.85,69,100,3.51,IN,1698456970
569,ploudalmezeau,48.5333,-4.65,14.14,82,75,6.69,FR,1698456971
570,palmares do sul,-30.2578,-50.5097,19.51,90,100,6.98,BR,1698456972
571,saint-philippe,-21.3585,55.7679,23.77,84,32,1.37,RE,1698456973
572,isiro,2.7739,27.616,18.73,100,100,0.98,CD,1698456959
